​‍‍​​‍​‍​‍‍‍‍​​‍​‍​​‍​‍​​‍​​​​‍​​‍​‍​​‍‍​‍​‍​‍​‍​‍‍​​‍​​​‍​​​‍​​​‍​​‍​​‍​‍‍​‍​‍​​‍‍‍​​​​​​‍‍​‍‍‍​‍​​‍​​‍​‍‍​‍​‍‍​‍‍‍‍​​​​‍‍​‍​​​​‍​‍‍​​‍​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍​‍​​‍‍​‍‍‍‍​‍‍​‍​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍​‍‍​‍​​‍‍‍​​‍‍‍​‍‍​​‍‍​​​‍​​‍‍​‍‍‍​​‍​‍​​‍​​‍‍​‍‍​​​‍‍​​​‍​​‍‍​‍‍‍​​‍​‍​​‍​​‍​‍​​​‍​‍‍​​​‍‍​‍‍​‍‍​‍​​‍‍‍​​‍​‍‍​‍​‍‍​‍‍​​‍​​​‍​‍​‍‍‍​‍​​‍‍‍​​‍‍​‍‍​​​‍‍​​​‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​‍‍​​‍‍​​​‍​‍​​​​‍​​‍​‍​​‍​​‍​​​‍​​​‍​‍​‍​‍​​‍‍​​​‍​‍​‍​‍‍​​‍​‍​‍​​​‍‍​‍‍​​​‍​​‍​​‍​‍​​‍‍​‍​‍​​​‍​‍​‍​‍‍​​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​​​‍​​‍‍‍‍​​‍​‍‍​​​‍​​​‍‍​​‍​​‍​‍​​‍​​​‍‍​​​‍​‍​‍‍​​‍​​‍‍​​‍​​‍​‍​‍‍​​‍​​‍​‍​​‍​‍​​‍​​‍​​​​‍‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​‍​​​‍​​‍‍​​‍‍​‍​​‍‍​‍​‍‍​‍​‍​​‍​‍‍​​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍‍​‍‍​‍​‍​‍‍​​‍​​‍‍​​‍‍​‍​​‍‍​​​‍​‍​‍‍‍​‍​​‍‍​‍​‍‍‍‍​​‍​‍​​‍‍​‍​‍‍‍‍​‍​​‍​​​‍​‍​‍‍‍​‍​​​‍​​‍‍‍​​‍​​​‍‍‍​‍​​‍​‍​​‍‍​‍‍​​​‍​​‍‍‍‍​‍​​​​‍‍​​‍‍​​​​​​‍‍​‍​​​‍​​‍‍‍‍​‍​‍​‍‍‍​‍​‍​​​‍​​‍‍​‍​​​‍​​‍‍​​​‍​‍​‍​​​‍​​‍​​‍​‍‍‍‍​‍​​‍​‍‍​​‍​‍​‍​‍‍‍​‍​‍​‍‍​​‍‍​‍‍​​​‍​‍‍​​‍​‍​‍​‍‍‍​‍​‍​​​‍​‍‍‍‍​‍​​‍​‍‍​​‍​‍‍​‍​‍​​‍​​​‍​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍‍‍‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​‍​‍​​‍‍​‍‍​​​‍‍​​​‍‍​​‍‍​​‍​​‍​‍​‍‍​​‍‍‍‍​​‍​‍‍​​‍​​​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍​‍​‍‍​‍​‍​​​‍​​‍‍​​‍​​​‍‍‍​​‍​‍‍​‍​‍‍​‍​‍‍​‍​​‍​‍​‍​​​‍​​​‍​‍​‍‍​‍​​‍​‍​​‍‍‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​​‍‍​‍​​‍‍‍‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​‍‍​‍​​‍‍​‍​‍​​‍‍​​​‍‍​​‍‍​‍​‍​‍​‍‍​‍​​‍​​​​‍‍​​‍‍​​​‍​‍‍​‍‍​​​‍​​‍‍‍‍​‍​​​‍‍‍​‍​​​‍​‍​​‍‍​​​​​‍​​‍‍​​​‍​‍​‍​​​‍​‍​​​‍​​‍‍​​‍​​‍​‍‍​​‍​​‍‍​​‍​​‍​‍‍​​‍​‍‍‍​‍​​​‍​​‍‍‍‍​‍​​​‍‍‍​‍​‍​‍​‍​​‍‍​​‍​​‍​‍‍​‍​​‍​​​​‍‍​​‍‍​​​​​​‍‍​​‍​​‍​​‍‍‍​​‍​​​‍​​​‍​​​​‍​​‍‍​‍‍​‍​‍​​‍‍​‍​‍​​​‍‍‍​‍​‍​‍​‍​‍‍‍​‍‍‍​‍​​‍‍‍​​‍‍​‍‍​‍​‍​‍​‍​‍​​‍‍​‍​​​‍​‍‍​​‍​‍​‍​‍​​​‍​​​​​‍​‍‍​‍​​‍​‍​​‍‍​​​‍​​​​‍‍​‍​​‍​‍​​‍​​​‍​​​‍‍​​​‍​​​‍‍​​‍​​​‍‍​‍​‍​​‍‍​​​​​‍​‍‍​‍​​‍​‍​‍‍‍​​‍‍​‍​‍​​‍‍​​​​​‍​‍​‍​‍​‍​​‍​​​​‍​​‍​‍​​‍‍‍​‍‍​​‍‍​​​‍‍​‍​​​‍‍‍​‍​​​‍‍​​‍‍​‍‍‍​​‍​‍‍​​‍​‍​‍‍​​​​‍​‍​​‍​​‍‍‍​‍‍​​‍‍​​​‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​‍‍​​‍‍​​​‍​‍​​​​‍​​‍​‍​​‍​​‍​​​‍​​​‍​‍​‍​‍​​‍‍​​​‍​‍​‍​‍‍​​‍​‍​‍​​​‍‍​‍‍​​​‍​​‍​​‍​‍​​‍‍​‍​‍​​​‍​‍​‍​‍‍​​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​​​‍​​‍‍‍‍​​‍​‍‍​​​‍​​​‍‍​​‍‍​‍​​​​‍​​‍‍​‍​​​​‍​‍‍​‍​​​‍‍​​‍​​‍​​​‍‍​​​‍‍​​​​​‍​‍‍​‍​​‍​‍​‍​‍​‍‍​‍‍​​​‍​​​‍​‍​‍​​‍​​‍​‍‍​‍​‍​​‍‍​‍‍‍‍​‍‍​‍​​‍​‍​​‍‍‍​​‍​​​‍​​​‍‍​​​‍‍​‍‍‍‍​​‍​‍​​‍‍‍​​‍‍​‍​‍​​‍​​‍‍​‍​‍‍‍‍​​‍​‍​‍‍​‍​​‍‍​‍​‍​​‍‍​​​‍‍​‍‍‍​‍​​​‍​‍‍​​‍​‍‍‍‍​‍​​‍​​‍​​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍​‍​​‍‍​​‍‍​​​​​​‍‍​​​​​‍​‍‍​​‍​‍‍​‍‍​‍​‍​‍​‍​‍​​‍‍​‍​​​‍​​‍‍​​​‍​‍​‍​​​‍‍​​‍‍‍​​‍‍​‍​‍​‍​‍‍​‍​​‍​​​‍​​​‍‍​​‍‍‍​‍‍‍​‍​​​‍​​‍‍​‍​‍‍​‍​‍​​‍​​‍‍‍​​‍‍​‍​​​​‍​‍‍​‍​​‍​‍​‍‍‍​‍​‍​‍‍​​‍‍​‍​​​​‍​‍‍​‍​​‍​​​‍​​​‍​​‍‍‍​​‍‍​‍​​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​‍‍​‍​‍‍‍‍​‍​​‍​​‍​​‍​‍‍​‍​​‍​‍‍‍​‍‍‍​‍‍​‍​​‍​‍​‍​‍​‍​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍‍‍​‍​​‍​‍‍​‍​​‍​‍‍​​​​‍​​‍​‍​​​‍‍​​‍​​‍​‍‍​‍​​‍​‍​‍‍‍​‍​‍​​‍​​‍​​​‍​​​‍‍​​​‍​​​‍‍​​‍​​‍​‍​​‍​​‍‍​‍‍​​​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍‍​​​‍‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​​‍​​‍‍​‍‍​‍​‍​​‍‍‍​​‍‍‍‍​‍​​‍‍​‍‍​​​‍‍​‍​‍‍​‍​​‍‍​​​‍​‍​‍‍‍​‍​‍​‍​‍​​‍‍​‍​​​‍​‍‍​​‍​‍​‍​‍​​​‍​‍​​​‍​‍‍‍​‍​​​‍​​‍‍‍​​‍​​​‍​​​‍​‍‍​‍​​‍‍​‍​‍​​‍​‍‍​‍​​‍‍​‍​​‍​​‍‍​​​​​​‍‍​‍​​​‍​‍‍​‍​​‍​‍​‍​​​‍​‍‍​‍​​‍‍​‍​‍‍​‍​​‍‍​​​‍​‍​‍​​​‍​‍‍​​‍​​‍‍​​​​​‍​​‍‍​‍​‍​​​‍‍‍​‍​‍‍​​‍​‍‍‍​‍‍‍​‍​‍‍​‍​​‍​‍​‍​​​‍​​​​​‍​​‍‍​​‍​​‍​‍‍​‍​​‍​‍​‍​​​‍‍​‍​​​​‍‍​‍​​​​‍​​‍‍​‍​‍​​​​‍‍​‍​​‍​‍​​​‍‍‍​​‍​‍‍​​‍‍​​‍​‍​​​‍​​‍‍‍‍​‍​​‍‍‍‍​‍Survey-GS-Urban|||Survey on 3DGS for urban scenes: autonomous driving/street view/city-scale reconstruction
StreamLoD-GS|||Level-of-Detail structured 3DGS for streaming free-viewpoint video; progressive LoD delivery for bandwidth-adaptive FVV
PaMoSplat|||部分感知 GS with graph-clustered Gaussian parts + differential evolution fo...
FreeSplat|||Generalizable feed-forward indoor 3DGS with pixel-aligned Gaussian prediction
GS-Skin|||Skin reflectance model in GS for physically accurate human material estimation
SplatWeaver|||Cardinality Gaussian Expert Routing (0/1/2/3 experts) + DWT frequency prior +...
GS-LRM-full|||Full-scale GS-LRM with extended context for large-baseline feed-forward reconstruction
EMGS|||Expectation-Maximization framework for GS density control replacing heuristic clone/split/prune
GaussianAvatar|||Pose-driven human body Gaussian representation
TokenGS|||Encoder-decoder with learnable Gaussian tokens unbinds primitive count from input resolution
OpenSpatial|||Principled open-source data engine for spatial intelligence; 3M-sample dataset; 5 foundational task hierarchy (Spatial Measurement, Spatial Relationship, Camera Perception, Multi-view Consistency, Scene-Aware Reasoning); 19% relative improvement on spatial benchmarks
SpqGS|||Scalable parallel quantization for GS with hardware-friendly bit allocation
PairDropGS|||Paired dropout-induced consistency regularization with progressive scheduling...
GaussianZoom|||Progressive zoom-in generative 3D reconstruction with multi-scale semantic reasoning + expandable continuous LoD hierarchy
WebSpline|||Structure-Informed Spline (learnable Hermite spline) models Gaussian trajectories + Structural Proxy Graph organizes motion; SOTA on iPhone dataset, 10x faster than WorldTree
ColoredGaussian|||Color-controllable Gaussian editing with per-Gaussian color attribute decomposition
GeometryCloak|||Geometric perturbation copyright watermark embedding into Gaussians preventing TGS-based 3D reconstruction
SemanticGauss|||Unified semantic Gaussian representation for joint reconstruction and understanding
DynMF|||Dynamic neural motion fields decomposing scene motion into compact basis functions for 4D GS
ULF-Loc|||Unbiased landmark feature for robust visual localization with 3DGS; identifies alpha-compositing feature bias and replaces with geometry-weighted aggregation + keypoint consensus sampling
Splat-MO|||Moving object discovery and reconstruction in 4DGS with motion-based Gaussian grouping
GS-Blur|||Motion blur-aware GS training with blur kernel estimation for sharp reconstruction
DeG|||Density-Sampled Gaussians: learnable probability density on octree for adaptive density control; fully differentiable analogue to densification/pruning; latent diffusion with VecSeq canonical re-indexing
GOR-IS|||Physically consistent object removal via intrinsic decomposition
GLINT|||Scene-scale transparency via decomposed Gaussian radiance transport for glass
Gaussian Splatting SLAM|||First real-time monocular 3DGS SLAM
SplatFace|||Face-specific GS with identity-preserving Gaussian anchoring from single image
GS-Drive|||GS-based closed-loop driving simulation with dynamic agent rendering
Geometry Gaussians|||Adds geometry opacity parameter per splat to decouple appearance and geometry in 3DGS; improves both rendering quality and geometry extraction, especially for transparent/thin objects
S3PO-GS|||Global scale-consistent outdoor monocular 3DGS SLAM
Binocular3DGS|||Binocular disparity-guided depth + GS joint optimization for sparse views
GES|||Generalized Exponential Splatting: generalized exponential family replacing Gaussian for flexible primitive shapes
P2M++|||Enhanced solver for point-to-mesh distance queries
XFreq-GS|||Cross-frequency wireless radiation field reconstruction with shared geometry ...
Mobile Avatar (Pruned Blendshapes)|||High-fidelity mobile avatars with pruned local blendshapes
MaGS|||Mesh-adsorbed Gaussians; deform mesh → Gaussians follow
CADFit|||IoU-driven hybrid optimization over structured CAD programs (extrusions, revo...
EvFlow-GS|||Event camera + optical flow for motion blur handling
Compact-3DGS|||Vector quantization + pruning, ~10-15x compression
GaussCAD|||CAD reconstruction from GS with parametric primitive extraction
GS-World|||World model generative simulation + Engine-driven Sim2Real VLA unified paradigm: 3DGS as differentiable, physically consistent simulation engine for robot skill learning
AmbiSuR|||Photometric ambiguity self-indication via SH in 3DGS; primitive truncation + ray-color consistency for intrinsic disambiguation (Beihang + NUS)
GaussianGrasper|||3D language GS for open-vocabulary robotic grasping via efficient feature dis...
StructSplat|||Sparse-view generalizable 3DGS without camera parameters; structure-guided reconstruction from HITSZ/DU/BUTD
DC-Gaussian|||Reflection separation + degradation-aware training for reflective dashcam 3DGS
NAB-GS|||Negative Alpha Blending for zero-shot CT super-resolution; models positive/negative Gaussian densities for signed residuals
GaussMesh|||Hybrid GS-Mesh representation with mutual supervision for surface reconstruction
CodecSplat|||Ultra-compact entropy-coded latent features for feed-forward 3DGS; 20-108 KiB per scene, ~10x smaller than post-hoc compression of raw primitives
GPSGaussian|||Generalizable pixel-aligned stereo GS for real-time novel view synthesis from stereo pairs
3DGS-Avatar|||Deformable 3DGS for animatable human avatars with pose-conditioned Gaussian deformation
GLMap|||Multi-scale Gaussian-Language map for zero-shot navigation
Ambient-Robust Inverse Rendering|||Active RGB-NIR imaging for ambient-robust inverse rendering; near-infrared assistance for material decomposition under varying illumination
Free Geometry|||Self-evolving feed-forward models via LoRA without 3D GT
DreamGaussian|||SDS text-to-3D with 3DGS prior for orders-of-magnitude speedup
ExpressiveGaussianHuman|||Expression-coefficient-driven Gaussian deformation fields for expressive human avatars
GaussVis|||GS-based visualization for scientific data with interactive exploration
SOG-GS|||Structured-omni-group GS: channel-grouped quantization preserving inter-Gaussian correlations
GaussianHands-2|||Hand avatar GS with cross-attention feature blending for dexterous manipulation
GaussianWorld|||World-model GS: dynamic scene forecasting with Gaussian-based future prediction
Argus|||Image-derived LiDAR-level pose constraints for 3DGS without LiDAR; consumer-grade 3DGS applications (如视)
SplaTAM-3|||Third-generation GS-SLAM with semantic loop closure
FlowGS|||Flow-driven Gaussian densification for dynamic regions in 4DGS
BiSplat-WRF|||Gaussian Splatting for wireless radiance field reconstruction
PD-4DGS|||Progressive 4DGS compression/streaming with Hierarchical Deformation Decompos...
DDF-GS|||Directed Distance Fields for constant-time ray queries on 3DGS scenes; 52MB neural field distilled from trained 3DGS; 26-72x faster than SDF sphere tracing; supports global illumination secondary rays at 30.3 dB shadow / 21.3 dB AO fidelity
LightGS-v2|||Light-stage GS with spherical harmonics decomposition for full relighting
EpiSplat|||Epipolar-aware cross-attention for feed-forward GS, encoding multi-view geometry priors
Provable Pruning via Coresets|||First provable coreset construction theorem for 3DGS pruning; sensitivity-based sampling with multiplicative approximation guarantees; SOTA under aggressive compression + minimal finetuning
MoE-GS / MoDE|||Mixture-of-Experts for dynamic GS; MoDE (joint optimization) and MoE-GS (separate routing) for multi-deformation modeling
PDE-Constrained 3DGS|||PDE physical constraints for 3DGS artifact removal; geometry occupy supervision for boundary precision; eliminates floating artifacts and sharpens geometric boundaries
IP-GS|||Intellectual property protection for GS models via ownership verification
FLUIDSPLAT|||Physical flow field reconstruction via anisotropic GS partition-of-unity; proven O(K^{-s/d}) Sobolev approximation rate
Flow4DGS-SLAM|||Optical flow-guided 4D Gaussian SLAM for dynamic scenes; category-agnostic motion mask via ego-motion decomposition; GMM temporal opacity/rotation; flow-guided camera pose initialization (NUS)
GaussianShader|||Shading functions for reflective/refractive surfaces
BrepGaussian|||3DGS + B-rep CAD reconstruction to parametric STEP models
FreeFix|||Fine-tuning-free diffusion guidance for extrapolated 3DGS
3DGST|||3D Gaussian Splatting Transformer for feed-forward text-to-3D generation
MeshWeaver|||Autoregressive next-vertex prediction guided by multi-level sparse-voxel encoder; 18% compression ratio, generates up to 16K-face meshes
CompGS|||Compact GS with learned importance-aware quantization + progressive decoding
GS-Uncertainty|||Uncertainty-aware GS training with Bayesian Gaussian parameter estimation
GaussianCube|||Optimal Transport reorders Gaussians into voxel grid structure enabling 3D diffusion generation
BEA-GS|||Visible boundary + non-visible extraction losses for near-perfect object extraction from 3DGS
SplatSim-v2|||Enhanced GS simulation with domain randomization for robotic learning
Dynamic 3DGS Paradigms|||Categorizes dynamic 3DGS into structure-guided (deformation fields, canonical spaces, grids) vs. gaussian-centric (continuous functions, 4D representations); reveals quality/compactness vs. speed trade-off
EndoGS|||Endoscopic scene reconstruction with GS for surgical navigation
Habitat-GS|||3DGS-rendered simulator for robot navigation training
MidSurfNet|||Learning-augmented mid-surface abstraction: neural face pairing module + interference implicit field (SDF intersection) for arbitrary offset control; 87.32% pairing accuracy; 1,500+ annotated CAD model dataset
Triangle Splatting SLAM|||First dense RGB-D SLAM with differentiable triangles as 3D map representation; Delaunay triangulation converts triangle soup to connected mesh online; supports mesh deformation and collision detection; outperforms baselines on Replica/TUM-RGBD
Faster-GS|||Systematic benchmark separating engineering from algorithmic acceleration
X-GS|||Extensible GS framework: X-GS-Perceiver for online SLAM + semantic distillation, X-GS-Thinker for multimodal downstream tasks
LeanGaussian|||Extreme compression from single RGB image for efficient large-scale rendering
SAGD|||Self-supervised articulated Gaussian discovery: automatic part segmentation + articulation estimation without supervision
GSDF|||Dual representation: GS guides SDF geometry, SDF provides normal regularization for GS
Dynamic Mesh-Gaussian|||Dual-representation framework: fixed-topology mesh for physics + Gaussian splatting for rendering; 4.65x speedup over varying-topology baseline; benchmark reveals 65-80% geometric degradation from topology conversion
Scaffold-GS+|||Progressive training for better city-scale quality
MAGICIAN|||Active mapping with imagined Gaussians + beam search
GS-Physics|||Physics-integrated GS with differentiable simulation for rigid/soft body dynamics
GS-Phong|||Phong shading model replacing SH for physically-grounded specular and diffuse decomposition in GS
SplatLoc|||GS-based visual localization with Gaussian-anchored map representation
Vol3DGS|||Physically accurate volume-consistent rendering resolving splatting/volume in...
6DGS|||6-DoF Gaussian Splatting: explicit orientation-aware primitive with full 6D pose parameterization
Spatial-TTT|||Test-time training for streaming spatial intelligence; 2B-parameter model surpasses GPT-5 and Gemini-3-pro on spatial benchmarks; continuous spatial memory update from long-form video streams; 40%+ savings in VRAM and compute
Sparse-View Surface via GS|||Normal-guided depth propagation from high- to low-confidence regions + outlier depth edge-aware regularization; resolves Gaussian discreteness-induced depth discontinuities
ReLaGS|||Relational Language Gaussian Splatting: open-vocabulary 3D semantic reasoning without per-scene training; hierarchical relational language field for segmentation/retrieval/relation understanding
PocketGS|||On-device 3DGS training for mobile; geometry-faithful priors + anisotropic seeding + cached alpha compositing for stable mobile backprop
GaussianSplatting-SLAM-v2|||Enhanced 3DGS-SLAM with improved tracking and mapping for RGBD SLAM; addresses the gap between 3DGS rendering quality and SLAM real-time constraints
SuGaR|||Surface-aligned Gaussians for mesh extraction via TSDF + Marching Cubes
TransmissiveGS|||Residual-guided disentangled Gaussian Splatting for transmissive scene reconstruction; separates reflection and transmission components via residual-guided decomposition
GeCGS|||Geometry-consistent GS: cross-view geometric consistency regularization preventing floaters
GS-Aug|||Gaussian augmentation: synthesizing multi-view training data for GS regularization
FSGS|||SRF geometric prior + 3DGS for few-shot view synthesis
WildSplat|||First feed-forward 3DGS from unposed in-the-wild images; dual-branch architecture decoupling geometry and appearance for appearance-conditioned NVS
EditGS|||Editable GS with Gaussian-level selection and transformation propagation
VR-Robo|||Real-to-Sim-to-Real framework for visual robot navigation and locomotion via ...
RoSplat|||Robust feed-forward pixel-wise GS with alpha normalization + 3D sampling regu...
TensorGS|||Tensor Core acceleration for 3DGS: tensorizes rasterization into FP16 matrix operations with cross-tile grouping; 1.65x end-to-end speedup with negligible quality loss
GauHuman-v2|||Second-generation human GS with improved SMPL-guided Gaussian binding
D-Rex|||Diffusion post-process relighting for expressive avatars
AnchorGS|||Anchor-based GS with learnable anchor positioning replacing random initialization
OpenGaussian-v2|||Enhanced open-vocabulary GS with hierarchical feature aggregation
VEDAL|||Variational free energy minimization for 3DGS pruning; prediction-error gating triggers asynchronous pruning + variational uncertainty head models pruning as latent variable with learnable prior; 5.2x compression with only 0.31 dB PSNR drop; 185 FPS
DG-SLAM|||Dynamic Gaussian SLAM with hybrid pose optimization for dynamic environments
GaussianAvatars-2|||Second-generation Gaussian avatars with FLAME-aligned Gaussian anchoring
DreamMesh4D|||Sparse-controlled Gaussian-Mesh hybrid 4D generation
TwinPose|||Multi-view 3D pose estimation via person-specific subspaces
4DGS-Wild|||Uncertainty-aware regularization for 4DGS from unconstrained videos
SIC3D|||Style image conditioned text-to-3D Gaussian Splatting generation
MD-Splatting|||Multi-dynamic Gaussian Splatting: decomposing monocular video into multiple dynamic object layers
SceneFrom3D|||Geometry-conditioned outdoor 3D scene generation via view scheduling with object-level control; directed generation graph with anchor views + interpolation trajectories
ArtiTwinSplat|||Interactable Digital Twin Reconstruction via Gaussian Splatting from RGB-D videos; enables interaction with reconstructed digital twins; agent-system integration for articulated object manipulation
R5DGS|||Identity Encoding + rigid-body centroid constraint for semantic-aware 4DGS; CLIP-based object lookup; 11 FPS speedup
GaussianFlow|||Optical flow-guided 4DGS for temporally consistent dynamic scene reconstruction
DGSG-Mind|||Dynamic 3D Gaussian scene graphs with probabilistic voxel grid + 3D Gaussian Mind for embodied multimodal reasoning; best zero-shot 3DVG on self-reconstructed maps
DL-SLAM|||Dual-level probability framework for dynamic environment GS-SLAM; semantic+geometric pixel/object-level dynamic probability; artifact-free static map + semantic map
Z-Order GS|||Z-order strategy for spatially coherent Gaussian sequence with sparse attention
LEGaussians|||Language-embedded Gaussians with CLIP-directed per-Gaussian feature alignment
EulerianGS|||Replaces heuristic ADC densification with gradient-based optimization of volumetric probability density via hashed probability pyramids; unbiased gradient estimator with control variates; SOTA on mip-NeRF 360
GaussianShell-CVPR|||Gaussian shells: surface-constrained Gaussians with shell-based opacity formulation
KDH-CAD|||Knowledge-data hybrid CAD learning: pretrained foundation model + structured domain knowledge from textbooks + small labeled CAD data; 92.6% accuracy with only 250 samples, 95.8% with 1,000
GaussianCross|||Cross-attention GS with multi-view feature aggregation for generalizable reconstruction
GenWildSplat|||Generalizable sparse-view 3D reconstruction from unconstrained images
VQGS|||Vector-quantized GS with residual codebook learning for high-ratio compression
GS-Map-SLAM|||Gaussian-based dense mapping for SLAM with view-dependent quality; real-time dense mapping via GS optimization
Large-Scale HQ 3D Gaussian Head|||Multi-view large-scale high-fidelity 3D Gaussian head reconstruction
Human3Diffusion|||Diffusion + GS dual-driven 3D human avatar reconstruction
FullyExplicitDynGS|||No-MLP directly parameterized dynamic Gaussian trajectories, fully explicit representation
Learn2Splat|||Meta-learned optimizer for 3DGS via checkpoint buffer + optimizer rollout; extends optimization horizon without degradation; zero-shot generalization (Geiger group)
Ev-GS|||Event camera-integrated 3DGS for high-speed and HDR scene reconstruction
Splat-GS|||Scalable Gaussian editing with progressive region selection and style transplantation
FreeMoCap|||Open-source markerless motion capture from webcams (AGPL-3.0, 8.3k stars); dr...
2DGS-SLAM|||Globally consistent RGB-D SLAM with 2DGS; loop closure + global optimization
GS-STVSR|||Ultra-efficient continuous spatio-temporal video super-resolution via 2D Gaus...
LangSplat|||CLIP features stored per-Gaussian for open-vocabulary 3D queries
GaussianObject|||Object-centric GS from sparse views with depth-regularized Gaussian initialization
GaussianTalker|||Audio-driven Gaussian talking head with facial prior and emotion control
GEM|||Gaussian Evolution Model for non-autoregressive occupancy forecasting: continuous 4D Gaussian primitives with learned dynamics for motion planning
GeM-NR|||Geometry-aware multi-view editing for nonrigid scene changes; training-free depth alignment + query refinement for consistent nonrigid editing
Fast 3D Foundation Model Initialized GS|||3D foundation model replacing SfM for pose/point cloud initialization; joint pose-Gaussian optimization; ~3 min/scene training
WeatherCity|||Weather Gaussian representation for 4D urban scene weather editing; shared scene features + weather-specific decoders + physics-driven particle simulation
LE3D|||Low-light to HDR linear GS encoding + denoising for Lighting Every Darkness
MVFusion-GS|||Motion-variance guided refinement + MotionFormer temporal attention for dynamic 3DGS; explicit motion awareness improves foreground motion + static background
LGGS|||Language-guided GS for zero-shot 3D understanding without per-scene training
RGS|||Residual wavelet-GS for ultra sparse-view CBCT reconstruction
GaussianSea|||Underwater GS with depth-dependent color correction and scattering compensation
FRUC|||Feed-forward 3DGS for dynamic scene reconstruction from uncalibrated collaborative driving views; ego-centric causal occlusion field + zero-initialized injection
SplatCtrl|||Perception-action coupling via GS + reactive robot control; isotropic Gaussian → continuous SDF → control barrier functions; collision-free manipulation
Latent Dynamics|||Pose-driven 3DGS avatar with transformer decoder + dynamics residual latent; learned force decomposition (driving/restoring/dissipative) for temporally coherent clothing animation
VCR-GauS|||View-consistent depth-normal regularization for GS surface reconstruction
3DGS\u00B3|||Joint super sampling and frame interpolation for real-time large-scale 3DGS
SAGS|||Shape-aware GS: shape priors guiding Gaussian distribution for anatomically faithful reconstruction
Semantic Foam|||Volumetric Voronoi mesh for spatial + semantic decomposition
HairGPT|||Strand-as-Language autoregressive modeling for 3D hairstyle synthesis
MoS-GS|||Motion-separable GS: factoring dynamic scenes into moving object layers
HiGS|||Hierarchically Tiled Gaussian Splatting: decouples partitioning (coarse macro-tiles) from rasterization (fine render tiles); up to 15.8x faster than original 3DGS while preserving exact front-to-back alpha compositing
TWINGS|||Thin Plate Splines warp-aligned initialization for sparse-view 3DGS; TPS aligns backprojected points with triangulated 3D control points
HoloTetSphere|||Unified TetSphere mesh reconstruction for physical simulation; Gaussian sphere coupling + edge-based element pruning; bypasses error-prone tetrahedralization
TideGS|||Out-of-core training for 1B+ Gaussians via SSD-CPU-GPU hierarchy; block-virtualized geometry + trajectory-adaptive differential streaming on 24GB GPU
AssetGen|||Deployable 3D asset generation at interactive speed; feed-forward texture+geometry generation for real-time 3D asset creation
SwagGS|||Splatting with adaptive Gaussians: adaptive covariance optimization replacing hand-tuned schedules
SCube|||VoxSplats: voxelized splat with hierarchical LOD for large-scale streaming reconstruction
GSCompleter|||Distillation-free sparse-view completion via Stereo-Anchor
InFusion|||Inpainting-guided Gaussian Splatting for 3D content insertion and scene completion
